,reviews
22985,"highli recommend movi watch . good stori line , well written .keep edg seat , .i recommend movi sge see ."
22986,"bad reinvent , blockbust realli high expect let . n't bad , better previou remak . fell short amaz ."
22987,better version although 's better previou version ( n't say much ) left desir . peopl sing prais would say pay `` homag '' realli ca n't get past enough godzilla movi .
22988,n't realli care movi wife love .
22989,bore bought middl son obsess godzilla . n't like .
22990,"oh goe tokyo pretti good movi , littl disappoint amount time actual saw godzilla believ could done better job look ."
22991,ok could n't realli get movi . kid like ok 's favorit .
22992,differ look differ previou movi made n't mean better .
22993,godzilla - bad would 've better godzilla less human charact develop
22994,"better version movi far better version time kinda dull . enough godzilla actor basic cardboard besid bryan cranston . stori somewhat predict . pretti good scene though , worth see mayb own kid ."
22995,"bad film like orig matthew broderick , action"
22996,good action realli sure old school version expect higher still good movi
22997,good godzilla movi mathew brodrick much better .
22998,movi movi good one 's kind bore
22999,"decent movi worth watch decent , tri find sale"
23000,"visual spectacular , kind slow think titl say . movi visual spectacular , move along kind slowli . still better late 's version though ."
23001,"love godzilla origin , fall bit short grew origin godzilla movi monster , stori line awesom , creatur cool , wish n't take long see godzilla . monster action . overal good movi could great movi ."
23002,"good movi , could better . modern day godzilla movi . older godzilla movi provid action godzilla , movi good job show godzilla would treat today ."
23003,"enjoy movi kept attent , decent plot compar previou one ."
23004,"enough easi purchas bestbuy.com , enough godzilla"
23005,fun summer movi fun summer move meet expect .
23006,good movi turn better thought would . ok could better ...
23007,made suspens . ok like made person perspect add valu . cgi use phenomin job script lack .
23008,"movi good , effect averag well , start , movi good . far effect concern , effect post process , look averag . sound effect excel though ."
23009,"`` ok '' movi new version godzilla spent much time drama . fight scene godzilla creatur ok. make godzilla appear earli , make godzilla `` bad '' guy , armi attack , destroy citi , , godzilla save day stop monster . oh well , fan godzilla , movi good anyway like jurass park , t-rex alway favor one ."
23010,oh gojira hope bryan cranston go main charact prepar disappoint .
23011,"decent effect decent effect movi great , 'd pass"
23012,die hard godzilla fan although movi titl godzilla enough .
23013,one big teaser potenti ... good great movi opinion . prequel anyth . look forward next instal . thank god matthew broderick nowher near film !
23014,"movi ok noth great , noth bad ... movi godzilla fan , time . problem movi movi godzilla bare"
23015,"enterain , great . interest version classic monster , howev , bit weak stori line . good , great special effect ."
23016,could 've better movi focus much main charact godzilla . creatur good sfx realli good . person n't think godzilla given justic .
23017,bad movi bad movi nice special effect . terribl act
23018,ok ok movi make worth purchas .
23019,"ehhhh great anim , wish would shown godzilla action sequenc"
23020,great valu price . great valu price . arriv promptli purchas .
23021,fun movi fun movi great special effect . problem need godzilla . like simpl action movi lot destruct 's movi .
23022,"good , great . reli much theme origin godzilla pace feel . also didnt like dark movi term color light , especi monster . also tri make thing `` realist '' make sens . action bit bore . gave three star pure best non japanes version yet"
23023,"watchabl want like . even disappoint decid give experi chanc . add , found `` dark pictur '' issu setup . worthwhil purchas discount price worth full price ."
23024,fantast movi giant fire breath lizard ? what love ! ! ! !
23025,bad movi ehh.. go movi expect thing older version disappoint . 's new take classic stori keep mind 'll ok. effect wonder film storylin actual pretti good . drawback expect see godzilla film sinc 's call godzilla unfortun n't get much screen time .
23026,"good plot expect good way better `` godzilla '' matthew broderick . expect origin stori anoth `` godzilla vs ... '' . luckili , n't tacki well written !"
23027,"movi dark enjoy movi . howev , movi fild dark . made difficult watch ."
23028,anoth remak rd version godzilla remak past yr . worth watch sinc .
23029,film good qualiti ok film quit good qualiti ok. bit blurri focu . realli worth money .
23030,okay movi best movi action scene probabl collect dust shelf watch
23031,pass time good expected.. fan cast.. 'd watch once..
23032,"fun film great -d experi 's hard beat king monster -d. want classic stori line link old new , monster mash !"
23033,good lame japanes carri fun watch rememb old black white origin japan
23034,must see bought movi son love godzilla movi bore .
23035,kid old movi tri get son insist . miss much .
23036,remast version godzilla expect anoth movi godzilla wake destroy thing n't . movi revamp version movi cartoon . ad storylin human choppi easi figur .
23037,alot buildup sequel ... . grew love godzilla reincarn decent best . perhap sequel realli good know . least matthew broderick ! ! !
23038,worth watch better expect could shown godzilla better action scene .
23039,'m godzilla movi . movi better other 've seen still bad act
23040,"get monster ! king kong , movi drag endless charact nonsens . godzilla titl , 's godzilla came see . get `` slow reveal '' process , took way long get king monster . awesom limit screen time though ."
23041,"minut godzilla.. watch look case make sure bought godzilla someth els cuz mad would show godzilla fight like second go back main charact run around..lik care human ! want see freak monster fight ! movi ok d..do n't think 's worth . 'd get regular bluray..and even say 's worth rent . rent , watch , like go ahead buy . set . bought ."
23042,ok movi ! cant lie expect ok guess . love godzilla ok !
23043,great edit job . godzilla back anoth great movi awesom cgi .
23044,pretti good movi pretti good movi . keep interest till end .
23045,okmovi watch movi thought ok . good way spend coupl hour .will look futur .
23046,pretti good flick huge fan okay watch . flick 'm happi . worth everi penni !
23047,classic 's decent movi hope continu storylin .
23048,great popcorn flick ! great popcorn flick awesom visual special effect ! best look scariest godzilla yet !
23049,movi good ok movi . cheap ok movi . n't know would buy
23050,"good one well done godzilla movi , , version sent , digit copi includ ."
23051,fair good mindless entertain . emphasi mindless ...
23052,"descent godzilla movi goe back old school style . fan origin 'll enjoy movi , act could better , effect ok best ."
23053,"eh sure 'll get , price right . favorit movi"
23054,"pretti good film like film , kong : skull island made better monster movi . problem one godzilla make appear end . hope see sequel ."
23055,classic reborn thought movi go bad actual good defac theater .
23056,good good imag clear nice buy ! !
23057,"decent version godzilla better previou emmerich godzilla . good origin . howev , look forward build version ."
23058,"good need godzilla ! film ok. watch godzilla movi want see kick butt hardli movi . main charact wooden , human uninterest expect bryan cranston ken watanab . muto fine villain godzilla screen time sacrif ."
23059,nice product version way better version ! ! !
23060,"match tradit seri movi lack excit tradit gadzilla thrill . also , stori weak appeal ."
23061,"'s 'ok ' hope someth dark epic , get kid-friendli godzilla . special efx pretti good though"
23062,godzilla younger call godzilla came across movi buy . understand call great movi enjoy 've watch time
23063,"lot like hate bryan cranston incred , everyon els n't . creatur special effect top notch , moment clich predict . 's good , par giant genr ."
23064,"bad , need godzilla movi ok , make watchabl . effect good enough godilla movi . felt like need movi collect go kong skulk island monarch group . buy sale"
23065,bad attempt make godzilla look good complet concept movi make sens . qualiti low due mostli dark film .
23066,"movi ok love monster movi wish show godzilla , 's satisfi movi though , great kong skull island"
23067,"ok dark would wait movi less $ buy , borrow friend"
23068,good kid love . alright due grow watch origin godzilla movi japanl
23069,action good movi . lot unexpect good thing .
23070,good mivi movi explain alot thing left one
23071,"like last mb/american gozilla movi . like american japanes version godzilla . take place japan california , godzilla vs. monster film . militari still ca n't decid 's good bad , shoot everyth ."
23072,"ok , expect await movi bait breath ... .i expect better everyth ... howev crave new godzilla much bo now.."
23073,bring home godzilla bring home godzilla . great cinematographi ! 'll love .
23074,classic 's godzilla . see min hr care ? ! sure n't .
23075,"entertain , eye pop , rent n't godzilla fan definit got see big guy lay wast countrysid . special effect fantast , though sever occas overlook action word could happen ! okay , movi start littl slow , toward middl pick speed keep attent littl better . impress act seem actor intimid cgi charact ( godzilla ) . discuss other seem though one polit correct moment show human kind abus planet react diminish interact mother earth . fortun 'm one thought entertain , realli young might want consid let watch daylight bed time ."
23076,love ! love watch love favorit actor play role movi !
23077,great effect good movi entertain sunday afternoon good special efect
23078,"enjoy movi , great . movi better godzilla matthew broderick . still good origin ."
23079,slow burn slow burn plot charact develop n't necessari charact plot alreadi know love .
23080,good movi great movi wish movi would contain dvd
23081,"confus receiv pre-ord ( onlin ) godzilla `` metalpak '' blu-ray bestbuy.com store pickup . got pick item receiv normal blu-ray set . ask n't receiv order , told order avail in-stor . also , order receiv somehow sku number . late websit display issu last onlin order . happi receiv order ."
23082,decent addit godzilla movi line . decent addit godzilla storylin . would benefit think japanes campi style . movi took way serious .
23083,better last remak great . movi start promes stori drag final fight godzilla creatur look nuclear wast .
23084,"littl slow start . although littl slow start , action keep watch final . storylin littl predicat point , decent action movi . son enjoy ."
23085,"ok movi ok. plenti action , effect also pretti good ."
23086,god ( zilla ) dead 's back final think descent job captur classic godzillaapp achiev 's great time better reboot .
23087,"good movi , great overal theme movi good . wait seem forev godzilla show movi . fight scene godzilla vs monster alway seem dark ."
23088,clear pictur movi great price movi dvd combo
23089,mmmm ok godzilla look bit cartooni . dialogu korni time .
23090,"'s origin 's origin , n't anyth like"
23091,better remak remak . new fx better movi . set next movi hope mistak one made . sometim hollywood remak movi .
23092,slow action littl action expect movi
23093,"action fan grew watch godzilla movi , someth want see . plenti action , lack area . stori littl overdon predict , aw movi seen better ."
23094,decent movi movi pretti good . anticip lot hype first air overal pretti good movi .
23095,"much , enough other overal 'd say 's pretti good movi wish godzilla . realiz ca n't two hour godzilla fight monster destroy stuff . well , 'd enjoy peopl would want stori action structur around . frankli would 've prefer less human element monster action ."
23096,"wish rent instead like movi , plenti action . probabl would better watch . constant talk child either side quit annoy . say ."
23097,disappoint movi . disappoint movi . good stori n't good .
23098,"ok , great want see godzilla fight , snippit ."
23099,okay movi okay . movi n't te best seen .
23100,"godzilla return . go movi want see godzilla knock build fight giant monster . got see , % movi over.th movi great set-piec satisfi rise action lead titan brawl giant monster , get drag human charact exposit get point ."
23101,"o.k . movi simpli ok. act good , wish dad would end movi . star movi godzilla , instead int pray manti look alik . overal good movi . good godzilla fan ."
23102,good addit godzilla franchis interest american perspect godzilla phenomenon .
23103,"fun monster movi great special effect fun excit monster movi king monster save earth coupl giant creatur tri invad reproduc . godzilla movi ( titl creatur ) fantast compar mid- 's version matthew broderick , major disappoint . enjoy stori also ."
23104,godzilla ( ) godzilla show end movi . like godzilla movi .
23105,unexpect end like old godzilla movi act poor ever special effect good role godzilla hero supris
23106,"godzilla ? ? godzilla fan sinc childhood , bit disappoint fact godzilla n't movi alot time . mani scene night limit view enjoy experi . `` monster '' look like metal mechan toy . nevertheless , would recommend movi other long knew expect way godzilla 's presenc movi ."
23107,"bad worth see , good act stori ok godzilla look littl odd n't show much"
23108,good kid movi grandson love good nd part origin saw kid
23109,"husband like special effect . special effect movi great , n't concentr enough godzilla ."
23110,high expect guess high expect movi . movi ok effect also ok .
23111,"best monster movi old godzilla movi . movi drag , n't lot action / destruct"
23112,good movi kid movi excel kid love . defin recommend
23113,"ok movi truli godzilla fan wait , 's godzilla n't spoken focus lot film . militari movi . part godzilla awesom though , still wait netflix rent local red box ."
23114,"okay stori line okay ... great terribl . love classic movi , seem though remak good classic . 's opinion ... mayb love !"
23115,godzilla fan bit disappoint . n't walk away watch movi satisfi .
23116,"ok godzilla movi much , still goof entertain ."
23117,need see godzilla movi entertain need see godzilla.plot weak design godzilla featur great . fight scene .
23118,"better last godzilla , great yeah , matthew brodrick still asham , nobodi imdb profil made better addit godzilla either . overplay brian cranston trailer think act chop go carri , 's briefli said trailer like use half % total dialogu . must see , mean . fan genr ( giant monster movi ) 's bad either ."
23119,"disapoint horribl movi , defin someth watch . rental mayb curiou , worth buy , save money worthier titl ."
23120,updat classic fan classic . quit expect . stori ok. n't wast money d. rememb one effect .
23121,"rent worth watch . typic godzilla stori , decent special effect compel enough watch ."
23122,"like godzilla well first , would like godzilla movi . like lot . great action , special fx ."
23123,'s ok stori n't think god zillah stood 's name one . could better .
23124,typic godzilla movi movi ok. typic godzilla movi opinion .
23125,godzilla ! good plot stiri wish would seen godzilla !
23126,good great movi less great worth watch . ok
23127,"fun good movi . took long develop , kid enjoy . harder sinc rememb old movi"
23128,"decent movi movi decent enough , took time introduc godzilla . alan cranston bare movi ."
23129,great graphic averag movi . better matthew broderick version 's . noth beat origin tho.speci effect top notch .
23130,"decent updat charact develop major consider latest version , actual like less-than-realistic/rubber-monster-suit look featur charact . remind origin godzilla movi saw child . bad movi , expect ."
23131,"could better realli like , wish would action godzilla . sure sequel ."
23132,good special effect good special effect effort . plot act good great .
23133,great monster like action flick monster thing 's good watch
23134,"better matthew broderick 's ... classic monster movi - big , bad monster ( ) tri fight `` good '' monster godzilla . bad guy lose , good guy win , san francisco homeless.jok asid , enjoy movi . effect sound amaz godzilla mouth-last blast seal deal . , howev , problem charact . , mean develop easi egg . littl charact progress add bring/predict back stori could be.al said , movi still fun go . would consid rent instead buy ."
23135,averag monster movi excit godzilla 's movi year past .
23136,"ok movi would given movi - rate , realli n't . like godzilla one . much anim ."
23137,charact good like godzilla hero . special effect good !
23138,"disappoint much prefer origin godzilla 's , even though pretti cheesi ."
23139,"movi ok , av amaz movi everyon look amaz audio pictur qualiti , blu-ray ."
23140,run life bad reinvention.d effect decent.b+ monster flick
23141,use see godzilla good charat averag effect . movi line typic . fight scene averag
23142,better act movi could littl better night action scene .
23143,"fair movi best movi , better expect . happili surpris ."
23144,"great reboot godzilla good , great . enjoy stori line came reboot , heavi `` non-godzilla '' portion film . could 've taken lot less `` stori '' lot godzilla action . would say end movi mayb min dedic actual godzilla fight action . surpris like much . movi take place dark except , realli feel like could actual see action/monst fight , n't unhappi . say better big screen ( theater ) home flat screen tv . best defin moment godzilla roar loudest , longest , deafen roar 've ever heard monster movi ( 's roar see chines lantern fli around vibrat ) . saw theater , audienc actual broke applaus happen - die hard godzilla fan , sure . check . 's worth watch ."
23145,good one time watch movi movi ok much stori line enough godzilla .the special effect sound good action scene night hard see would recommend buy movi rent watch .
23146,great limit rewatch . stori far batter last version fit better cannon .
23147,ok movi . wish would caught movi discount price .
23148,good movi neat concept chang past godzilla movi . worth watch
23149,godzilla ( ) purchas godzilla ( ) . ok. sure one watch thou .
23150,"ok movi . good , great . although son realli like , disappoint ."
23151,"kind slow , great foundat godzilla littl slow time , manag lay groundwork futur movi , futur godzilla , connect movi well . got ta love bryan cranston ken watanab ."
23152,decent remak yr old want movi . love ! howev could gone without .
23153,"godzilla anoth take godzilla come life go bad monster . cgi great , stori line littl lifeless . left ask mani question . see sequel come futur ."
23154,"bad , origin ... huge godzilla fan ( movi , even cornbal cheesi one , ) may allow feed hype . although movi somewhat entertain , also found lack . godzilla alway person , whether good bad . movi , lacklust . recommend - rent , n't wast money purchas ..."
23155,godzilla . movi ok. littl slow first expect watch godzilla movi . grandson thought fantast stori line could better . especi end godzilla walk away ocean
23156,ok movi movi ok. would recommend movi other .
23157,bad remak true spirit origin . pretti good remak classic monster genr
23158,differ version classic monster godzilla vast improv last american made version . great act stori made version watch .
23159,quit sure yet ca n't decid like movi . watch overal thought `` mehh '' . watch see feel improv overal disappoint promot `` star '' film larg role blown away stori gener
23160,"godzilla alpha ! 're godzilla fan ... .worth watch . bluray excel great audio . though long buildup godzilla show , present best way godzilla show alpha male !"
23161,okay n't know expect guess much 's got ... averag say least
23162,"alright worth watch n't expect much . critic set expect low , probabl n't disappoint ."
23163,godzilla classic godzilla storylin good special effect
23164,good movi long movi got bit bore good clean famili movi
23165,good movi second remak . movi good enough godzilla.mayb third one way ?
23166,good movi much talk enough monster overal good movi
23167,great effect great storylin extrem disappoint movi . realli littl godzilla actual movi . effect enough keep watch would watch .
23168,littl better averag love godzilla ; wish thought main charact .
23169,decent movi decent movi plenti effect . overal averag . great bad either .
23170,"'s ok move , ked , much blood . move godzella ok like old one !"
23171,fun movi bring back childhood memori watch monster movi school . american version trounc one would like seen godzilla 's histori evolut . stori focus bad guy godzilla get lot screen time . 's basic portray lone gunman come town take bad guy . still fun though .
23172,"good one matthew broderick best . , seri ok ."
23173,"typic godzilla movi visual great movi , stori typic godzilla movi though ."
23174,"great movi , hard see saw godzilla theater love . blu-ray version extrem dark though . turn tv bright max bare watchabl ."
23175,"realist godzilla yet ! fan genr , like see updat interpret type movi . said , thought movi good , especi bd ."
23176,nice movi kind slow ok. like godzilla matthew broderick better . kind tire godzilla film .
23177,"weak , movi okay action type movi like godzilla would expect seriou scene , weak . movi took quit get go , realli bit let ."
23178,"decent movi good movi , definit worth watch ."
23179,"ok pretti good , higher expect . pacif rim much better ."
23180,good good could better . use bad voic old movi
23181,cool movi pretti good movi . love part end godzilla kill mathra . act like 's dead walk
23182,"monster mash ! godzilla movi . keep mind . made movi better averag fact director stay true style old school monster movi . biggest downfal dark movi . mani part , 's almost imposs figur 's actual go ."
23183,great movi spite dark scene realli love movi theater blu-ray scene dark ca n't tell 's go . realli detract whole experi watch home .
23184,good qualiti video good movi slow start eventu got interest
23185,love love love love love love itlov love love love love itlov love love love love itlov love love love love itlov love love love love
23186,guy movi movi son husband like n't prefer . 's definit guy movi
23187,solid reboot film took 's time give us godzilla action certainli thought atmospher film derid ( person entertain ) film . recommend .
23188,movi n't great pretti good ! ! n't seem abl come acoss good main plot . movi could keep interest ! !
23189,"fun revamp classic monster movi imagin n't enjoy huge commerci success , true origin monster movi star show n't around % time ."
23190,old school fan godzilla movi show godzilla truest form brought back great .
23191,"hope better like old school godzilla movi great action lot drama side , . look thrill minut action flick throughout , much"
23192,averag best 's godzilla ! expect ? 's never godzilla movi 's great plot would oscar act best movi . movi big monster . care see monster big skyscrapp tear everyth 's get . wish . tri much give storylin .
23193,"say 's anoth godzilla movi . darker campi one good old day . 's fun movi , 'm glad n't pay theater ."
23194,ok movi ok movi . expect . trailer ad rate .
23195,ok could better entir movi n't could . disappoint .
23196,nostalgic..but ! ! ! ! movi drage realli never got point final happen n't realli know 're watch bunch monster fight littl disappoint thought would intuit today 's movi watcher .
23197,okay ... great decent movie.. definitli worth watch . id think twice buy . part collect . one movi would watch .
23198,great visual effect good movi . much great stori though . :
23199,lame stori great visual overal worst godzilla stori line .
23200,"lack excit fun look lesson make movi radioact lizard size skyscrap bore godzilla guid . went expect horribl stori horribl act awesom monster fight wound got / ( hint , awesom monster fight n't make list ) . went home watch pacif rim . least movi embrac stupidli awesom ."
23201,best godzilla way dramat godzilla movie.h seem big
23202,"ok movi bought spur moment , n't seen theater . special effect realli good , storylin kind ruin . 's godzilla movi pete sake . human struggl realli take away thing sometim . overal 'd say ok ."
23203,"kind disappoint love watch godzilla ( japanes version ) movi sinc kid . thought american made would excit american militari warfar . much talk explain though . great graphic , bore stori ! !"
23204,"ok movi watch . movi cerebr action . mytholog godzilla explain , charact develop action . better rental purchas ."
23205,godzilla - interest remak ... 'm big remak classic . version alright . noth 'd jump . better watch jurass park one time ... .
23206,so-so great got fun . everyth dark hard see . hard figur .
23207,"mediocr movi ok. chang stori line origin n't great , ."
23208,good monster movi one better monster movi . realli long good action movi .
23209,averag movi long drawn get meat movi .
23210,unexpect without give away hard give review averag best .
23211,good hope thought would non stop action pack movi alot good sound . alright movi hope . would still recommend see though
23212,"meh 'm sucker big monster , destruct , crazi effect . tri watch twice could n't get ."
23213,"good movi movi actual thought would like . enjoy action , decent movi godzilla fan !"
23214,"better hope debacl nyc godzilla movi year ago , went expect . pleasantli surprised.th graphic decent , though k tv still look pretti cartoonish . stori n't great , kept attent . mani charact seem movi emot control . littl annoy n't go stori , huge monster destroy stuff.th movi good job monster mash . howev justic cranston . want get sole , n't . want good godzilla stori , 's ok tri think . want see monster fight leav path destruct , movi ."
23215,ok could 've better . movi monster rather godzilla . call godzilla v____ .
23216,fun entertain movi fun entertain famili !
23217,"dark pictur pictur dark , good godzilla"
23218,godzilla ok. think good hype .
23219,excelent ! ! ! great famili movi kid love ! !
23220,averag godzilla . fan old godzilla movi . definit new twist .
23221,"silli movi good last godzilla movi , watch friend everyon option"
23222,"great , godzilla , , awesom movi terrif , although 's bad either . lot time spent tell stori , decent . would prefer actual godzilla time . hope get right sequel ."
23223,. like adapt godzilla slack lot area . 's decent movi could 've much . hope 's sequel 'll everyth make great scifi pop .
23224,"nice idea miss ump underwhelm . come , 's monster movi ! like look feel godzilla , difficult time plot forgot point refer ( `` ca n't fli plane due emp . '' ten minut later plane fall sky due ... guess , emp ) ."
23225,enough godzilla movi . enough godzilla movi . get see fight bad monster end . advertis star movi die half way thru . 's still godzilla movi get star .
23226,cool lot action like much remind childhood saturday
23227,"ok movi ok , seem bit confus disjoint . could better ."
23228,"excel enjoy movi much better first view . excel , sound superior . overal , enjoy , worth extra chang ."
23229,good special effect . good special effect . also good remak godzilla long time .
23230,"improv godzilla final arriv movi sport state-of-the-art special effect includ scene max destruct major ( small ) citi throughout world . stori bit slow start , redeem godzilla make entranc hour film . worth view ."
23231,"bit let realli expect godzilla movi , disappoint . love origin & thought would , newer effect . ok , thoght would like ."
23232,"ok special effect great expect , act leav someth desir"
23233,"real good movi movi realli drag moment , wait godzilla show let ."
23234,so-so ! godzilla n't thought would . dinosaur self come .
23235,time killer movi godzil effect pretti good act suck
23236,"movi lizard meet citi , citi long term baggag ; long term relationship peopl wo n't let go ! web encount weav 's way thru bizarr love triangl . end one must die ... ."
23237,expect movi ok fan . guess differ idea thought movi would went . write review bonu point n't pay attent . : )
23238,ok noth better ok noth better . special effect good . stori littl lack .
23239,averag movi seen one godzilla movi seen .
23240,good effect stori line averag . love effect .
23241,"bad ! good movi , start littl slow middl great climax"
23242,"anoth godzilla movi big godzilla fan figur would give tri well like summari say anoth godzilla movi . qualiti good , even like pacif rim ."
23243,"good movi , great price best buy movi good . wait way long actual see godzilla . hope next one scene godzilla.best buy best price !"
23244,"typic godzilla . thank god bryan cranston . otherwis , would snoozer . ol ' godzilla hardli . 've total set movi sequel ."
23245,godzilla nice relaunch seri film well visual similar pacif rim quit good
23246,"classic great approach old godzilla , much extra"
23247,"better first - wors last say . despit 's big budget n't style last one ( everyon say hate ) made us like 'tip ' hat ' toho littl kid basebal hat - bad n't yell `` go godzilla , go ! save us godzilla ! ''"
23248,good great . stori long drag time . noth new action movi .
23249,"ok monster movi movi realli predict excit , much differ godzilla movi ."
23250,ok best worst . entertain count .
23251,decent action movi start slow . finish action first hour weak
23252,expect movi take godzilla next level ... realli expect way sfx plot line.it left want ...
23253,could better movi kind deceiv sinc godzilla show last half movi
23254,"movi . updat version other . previou godzilla movi better , opinion ."
23255,better last one typic godzilla movi like old one . enough godzilla though . godzilla movi far better one last film wish fight scene less pointless clip everyday life . mayb sequel g show spread fight across film five min free .
23256,"good movi fun movi lot action , cours , monster ."
23257,"never saw classic , thought decent noth compar movi , overal thought good watch . aaron taylor johnson littl wrong opinion . howev would say could 've action pack"
23258,"godzilla second remak godzilla , great would think would ."
23259,pretti good movi pretti good movi . like movi lot special effect best look godzilla yet .
23260,godzilla storylin great minut godzilla fight good . would good film would godzilla less peopl drama .
23261,pretri good . much better previou film done america . problem film lack titl charact .
23262,"fair price best movi worst ! ca n't believ bryan cranston quit break bad movi . came togeth better son die , leav father put togeth save day"
23263,'s godzilla ! ! ! girl like . 're . think 's pretti good .
23264,"solid , great seem odd say , one thing godzilla movi need godzilla . titl creatur make appear , spend rest movi swim across pacif ocean . still , 's solid movi overal , though blu-ray bit short bonu featur ."
23265,like classic admit like old movi better . focus godzilla instead back stori remak . 's good non godzilla enthusiast .
23266,decent movi movi *spoilers* littl hype godzilla doesnt show late movi minut
23267,so-so movi disappoint expect alot origin remak better
23268,"ok movi entertain , howev , wish would get godzilla . felt like see end movi ."
23269,"ok movi , like older version better thought decent movi . previou movi predecessor impress term storylin realist godzilla . dont like fact look like man wear godzilla rubber suit fire breath part end . movi effect good . time favorit movi son ."
23270,better expect movi great except much stori line human instead godzilla . need godzilla fight scene .
23271,"want ... . big godzilla fan , enjoy watch movi admit like amercan version 's . first heard come idea legendari film intrigu want see , final watch found want godzilla , bare . action fun , act charact so-so , see godzilla great film felt lack , good popcorn film watch ."
23272,ok movi like watch famili noth memor
23273,"'s godzilla els say ... ok , frnachis moment sinc incept great ( origin ) much ( broderick version ) . say visual cool , storylin pretti much secondari special effect godzilla movi godfath . get popcorn , easi chair enjoy ."
23274,ehh n't best godzilla movi ... realli thought plot n't realli attent grab
23275,"ok movi , terribl disc mark word worst blu ray movi ever gotten . frame rate incred blur terribl almost everyway . movi ok ( worst , best ) . think better first american godzilla that sure ."
23276,fav monster grew godzilla . realli excit new movi come . enjoy . think n't show enough godzilla . guess 'm use origin .
23277,"great godzilla fan must godzilla buff , n't purchas go get ! welcom godzilla st centuri"
23278,", good movi , 's entertain , godzilla movi , 's . godzilla take forev appear , fight sequenc badli choreograph , special effect , technic good , pretti pointless . watch final credit , found fascin , realli stupid , took hundr ( realli ! ) special effect artist take place guy rubber suit . want good godzilla movi ? tri godzilla vs. megaguiri , godzilla vs. mechagodzilla ii , origin japanes gojira ."
23279,ok movi found movi dark . follow stori line find slow certain fact n't match militari procedur . least make sens time godzilla westcoast eastcoast . bought black friday deal guess glad spent money least two movi admiss .
23280,"good movi good hope , enjoy movi ."
23281,good movi bought blu ray version cheap . ok movi price .
23282,alright thought alright godzilla . felt like godzilla wasnt movi long still pretti entertain .
23283,"good last godzilla movi n't godzilla , rather two monster bent repopul earth . act week . watch movi time . fell asleep first time , could n't keep attent span second , final made whole movi third time . tri make like old japanes godzilla anyon go destroy countri go ."
23284,ok movi ok never realli godzilla..
23285,"godzilla ! ! ! movi bad . yet , die-hard godzilla fan , find film interest !"
23286,"begin fantast spoiler alert ! sorri see bryan cranston 's charact get kill earli movi . rest film good began , okay ."
23287,disappoint good actor connect ... cranston die first min ... littl monster battl ... worth watch..even year old thought bore
23288,ok movi good movi time killer . best occupi hour .
23289,"hope far stori line , good . feel cranston 's charact could focal point instead son . sure felt need stiff main charact . nevertheless , decent movi glad wait black friday get sweet deal"
23290,"godzilla fail bought movi , due great price black friday sale , movi great , hope extend scene dvd , even content lack ."
23291,worth money person think movi good wish rent .
23292,slow slow . much action expect . poor act
23293,godzilla back great comeback film icon . amaz film .
23294,"expect expect movi , u though go ti better"
23295,"ok movi plot decent , need rememb kind movi watch . n't academi award film , 's monster movi . rememb enjoy ."
23296,could better begin movi drag bit much godzilla appear enough action excit keep watch .
23297,alright film got movi pretti good price around blackfriday time $ . price decent film .
23298,"great action camera work . theme slightli confus serious confus follow movi . never sure godzilla friend foe . enjoy action , , n't quit sure whay happen . overal underwhelm film ."
23299,"ok movi noth special , better movi"
23300,big hairi guy ! ! ! 's loud angri need attitud adjust ! ! !
23301,"anoth version godzilla anoth godzilla movi . good act great effect 's real differ version other , newer ."
23302,"weak plot expect better plot felt produc could make mind close follow origin . howev , godzilla alway entertain ."
23303,okay n't particularli find film interest . look sound good though !
23304,"'s godzilla ? good movi 's way ... kind disaapoint end . understand director creativ decis want make movi . let say leav hang scene movi ... realli see whole lot godzilla till end . whole idea save best last instead give - minut godzilla fight scene middl movi . realli take away whole point movi ... godzilla . mean bought movi cuz want see godzilla wreck havoc . besid , act standard , typic b class actor though . gci top notch ... beauti stuff . would 've rent instead buy movi known godzilla n't whole lot . would say love godzilla better matthew broderick instead , despit fan critic differ godzilla realli ."
23305,one favorit special effect great stori littl slow .
23306,"great effect bland movi mediocr , great visual sound stori incred bland ."
23307,"could 've better ... huge fan movi , sound/pictur qualiti disc quit impress ."
23308,"much effect watch version movi ok , high expect could n't see much effect inch tv , movi dark background scene ."
23309,ehhh part movi ok. seem much go lot pictur dimmli lit . like old black white godzilla movi better .
23310,good movi seen movi theatr want copi home view . good movi
23311,"godzilla version godzilla ok , special effect good ."
23312,"great movi love kind movi . look good , sound good ."
23313,good movi movi pretti good good first one .
23314,good expect fight scene incomplet . confus jump stori . felt incomplet .
23315,great action pack action . good start finish . need godzilla !
23316,surprisingli `` meh '' giant monster movi one way better roland emmerich travesti star matthew broderick 's still say much . reverenti approach right script bonehead wrong 's 's almost imposs stay interest first hour . way much famili drama goe total nowher . second hour bring littl giant monster battl good movi cut away action way much.th n't great . least epson projector . ton ghost . especi dark monster battl scene . movi n't shot convers actual get way . get version instead . bright side soundtrack amaz . realli good sound system sucker gon na knock couch .
23317,"decent movi godzilla ? first , movi name godzilla , would think would focu movi . well 's entir case . take half movi begin see godzilla show , even half , human stori take screen time ."
23318,good good movi expect ! hype high final see movi !
23319,dark action pack hard see time move lot action alway wait next view .
